147,143,144
147,143,144
147,143,144
150,146,147
148,144,145
148,144,145
148,144,145
147,143,144
145,141,142
145,141,142
145,141,142
148,144,145
146,143,144
144,141,142
147,143,144
147,143,144
148,144,145
154,151,153
152,149,150
151,148,149
149,146,148
149,146,148
149,146,147
148,145,147
146,143,145
145,141,143
145,141,143
146,143,145
147,143,146
147,144,146
145,142,143
145,142,143
146,142,144
146,143,145
145,142,144
145,142,144
143,140,142
142,139,141
141,138,140
143,140,142
143,140,142
147,144,146
143,141,142
140,138,140
145,143,145
145,143,145
145,143,145
154,151,153
153,150,152
150,147,150
149,146,148
149,146,148
150,147,150
150,147,150
148,145,148
150,147,149
150,147,149
151,148,151
150,147,150
152,150,152
152,149,152
152,149,152
151,149,151
154,151,154
151,148,151
151,148,151
147,144,147
147,145,147
147,145,148
148,146,148
148,146,148
150,148,150
150,147,150
149,147,150
151,149,152
151,149,152
148,146,149
153,151,154
155,152,155
151,149,152
149,147,150
149,147,150
149,147,150
148,146,149
146,144,147
147,145,148
147,145,148
147,145,148
146,144,147
147,144,147
145,143,146
145,143,146
146,144,147
146,143,147
145,142,146
145,142,146
143,140,144
142,139,143
143,140,144
142,140,143
142,140,143
146,144,147
145,142,145
143,141,144
145,142,146
145,142,146
145,142,146
152,149,153
150,147,151
149,146,150
146,143,147
146,143,147
147,145,148
149,146,149
149,147,150
148,146,149
148,146,149
147,145,148
146,143,146
147,144,148
147,144,147
147,144,147
148,145,148
148,145,148
147,144,147
147,144,147
148,146,149
146,144,147
145,143,146
145,142,146
145,142,146
145,142,145
143,142,143
141,141,141
144,143,144
144,143,144
144,144,144
149,148,149
148,148,149
146,145,146
144,143,144
144,143,144
145,144,146
143,142,145
143,142,145
144,143,146
144,143,146
143,142,145
148,147,150
148,147,150
147,147,149
147,147,149
147,147,149
148,147,150
147,147,149
147,147,149
148,148,150
146,146,149
145,145,147
144,145,147
144,145,147
146,147,149
144,145,147
142,144,146
144,146,148
144,146,148
144,146,148
151,153,155
152,153,156
147,149,151
146,148,150
146,148,150
147,148,150
144,146,148
147,149,151
148,150,152
148,150,152
146,148,150
147,149,151
149,151,153
147,148,151
147,148,151
149,151,153
149,151,153
145,147,149
145,147,149
146,148,150
146,148,150
143,145,147
141,143,145
141,143,145
146,148,150
143,144,147
141,143,145
141,144,146
141,144,146
141,143,145
148,150,153
151,152,155
147,149,152
147,149,151
147,149,151
148,150,153
146,148,151
147,149,152
148,150,152
148,150,152
147,149,151
148,150,153
149,151,153
146,148,150
146,148,150
148,151,153
147,149,151
145,148,150
145,148,150
144,146,148
142,145,147
143,145,148
141,143,145
141,143,145
142,145,146
140,142,144
137,139,141
139,141,143
139,141,143
138,140,142
143,145,148
144,146,149
143,145,147
143,145,148
143,145,148
146,148,150
145,147,150
145,146,149
144,146,149
144,146,149
146,147,150
146,148,150
142,143,146
137,139,142
137,139,142
139,141,143
140,142,144
142,144,146
142,144,146
140,142,145
140,142,145
140,142,145
139,141,144
139,141,144
142,145,147
136,140,141
133,136,138
138,141,143
138,141,143
137,140,142
143,146,147
144,147,149
143,146,148
141,144,146
141,144,146
143,146,148
142,145,147
141,144,146
141,144,145
141,144,145
141,144,146
141,144,145
140,143,144
138,140,142
138,140,142
139,141,143
138,140,141
137,139,140
137,139,140
136,138,139
135,137,139
134,136,138
134,136,138
134,136,138
137,138,140
134,136,138
132,133,135
135,136,138
135,136,138
134,135,137
139,140,142
139,140,142
139,140,142
138,139,141
138,139,141
139,140,142
139,139,141
138,139,141
139,140,142
139,140,142
141,141,144
130,133,133
130,132,132
129,131,131
129,131,131
128,131,131
125,128,128
125,128,128
125,128,128
125,128,128
124,126,126
123,125,126
121,123,123
121,123,123
123,125,125
127,129,129
123,124,125
127,128,129
127,128,129
126,126,126
126,126,126
126,126,126
128,128,128
127,127,127
127,127,127
128,129,129
126,126,126
125,125,125
127,127,127
127,127,127
130,130,130
132,132,132
129,129,129
130,130,130
130,130,130
129,129,129
127,127,127
125,126,126
125,126,126
126,126,126
123,123,123
122,122,122
122,122,122
122,122,122
123,124,124
126,126,126
123,123,123
127,127,127
127,127,127
127,127,127
126,126,126
125,125,125
125,126,125
124,124,124
124,124,124
125,125,125
125,125,125
126,126,126
127,127,127
127,127,127
127,127,127
131,131,132
130,130,131
131,131,132
131,131,132
129,129,130
128,128,129
128,128,129
128,128,129
126,127,127
123,123,124
123,123,124
123,123,124
123,123,124
124,124,125
126,126,127
124,124,126
126,126,127
126,126,127
126,125,127
126,126,127
124,124,126
127,127,127
126,126,126
126,126,126
125,125,125
124,124,124
124,124,124
125,125,125
125,125,125
127,127,127
127,127,127
127,127,127
126,126,126
126,126,126
124,124,124
122,122,122
122,122,122
122,122,122
121,121,121
121,121,121
120,120,120
119,119,119
119,119,119
121,121,121
122,122,122
120,120,120
122,122,122
122,122,122
123,123,123
123,123,123
123,123,123
124,124,124
124,124,124
124,124,124
124,124,124
124,124,124
123,123,123
124,124,124
124,124,124
126,126,126
115,115,117
115,115,116
115,115,116
115,115,116
115,115,117
115,115,117
117,117,119
117,117,119
116,116,118
117,117,118
116,116,118
116,115,117
116,115,117
117,117,119
117,116,118
116,116,118
115,115,117
115,115,117
116,116,118
117,117,119
116,115,117
116,116,118
117,117,119
117,117,119
117,117,119
119,119,120
114,114,116
114,114,116
114,114,116
115,115,117
116,116,118
117,117,119
117,117,119
117,117,119
119,118,121
119,118,121
121,121,123
121,121,123
119,119,121
120,119,122
120,119,122
121,120,123
121,120,123
120,120,122
119,119,122
118,118,121
119,119,122
119,119,122
120,120,122
120,120,123
120,120,122
120,120,123
121,121,123
121,121,123
121,121,124
121,121,124
118,117,120
117,117,120
117,117,120
118,118,121
120,120,123
120,119,122
119,119,122
119,119,122
120,119,122
119,119,122
120,119,123
120,119,123
118,118,121
119,118,122
119,119,122
117,116,120
117,116,120
118,118,122
118,117,121
119,118,122
117,116,120
117,116,120
118,118,121
118,117,121
117,116,120
117,116,120
116,115,119
116,115,119
118,117,121
117,116,120
114,114,118
114,113,117
114,113,117
115,115,119
115,115,119
115,114,119
116,115,119
116,115,119
115,114,118
115,114,118
116,115,119
